,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,855314,180000.00,6/1/13 0:00,7/1/14 0:00,sales engineer,Lucknow,m,10/9/89 0:00,63,icse,2009,56,cbse,7642,2,B.Tech/B.E.,mechanical engineering,63,7642,0,Uttar Pradesh,2013,650,460,500,0.2210588183,-1,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,1.2396,1.0333,1.4386
train,1218810,205000.00,3/1/14 0:00,1/1/15 0:00,software engineer,Noida,m,5/26/92 0:00,76,cbse,2009,68.2,cbse,8160,2,B.Tech/B.E.,electronics and communication engineering,70,8160,0,Haryana,2013,615,485,525,-1,445,-1,407,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.1076,0.8637
train,355922,315000.00,6/1/14 0:00,present,system engineer,Bangalore,m,2/27/92 0:00,88.2,cbse,2008,76.5,chse,9786,2,B.Tech/B.E.,electronics and communication engineering,68.34,9786,0,Orissa,2012,535,395,575,0.538386893,375,333,-1,-1,-1,393,-1,-0.881,-2.3073,-1.7954,0.3561,-0.2875
train,662137,70000.00,1/1/15 0:00,4/1/15 0:00,software developer,Kolkata,m,5/15/90 0:00,70.25,wbbse,2009,68.6,bseb,13095,2,B.Tech/B.E.,computer engineering,80.02,13095,1,West Bengal,2013,250,460,385,0.2378028398,365,-1,315,-1,-1,-1,-1,-2.3134,0.0459,-0.1437,1.1601,-1.244
train,123487,630000.00,1/1/11 0:00,4/1/15 0:00,software developer,Mumbai,f,7/11/89 0:00,82.13,maharashtra board,2006,78.5,maharashtra board,1277,2,B.Tech/B.E.,information technology,62.13,1277,1,Maharashtra,2010,755,625,665,0.9303706072,565,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-1.0697,0.4148,0.6603
train,203412,395000.00,10/1/11 0:00,present,project engineer,Bangalore,m,3/28/88 0:00,92.8,ksseb(karnataka state board),2006,80,pu board,3716,2,B.Tech/B.E.,electronics and communication engineering,75.69,3716,1,Karnataka,2011,455,445,555,0.3760595867,315,300,-1,-1,-1,286,-1,0.0464,-0.1232,-0.9245,-0.2902,-1.3934
train,294767,495000.00,3/1/12 0:00,4/1/15 0:00,senior systems engineer,hyderabad,f,2/16/90 0:00,91.4,cbse,2007,93,ap board,1027,2,B.Tech/B.E.,computer engineering,70.8,1027,1,Telangana,2011,475,665,605,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-1.3599,0.4148,-0.1295
train,1266967,200000.00,11/1/14 0:00,present,software test engineer,Bangalore,f,5/20/91 0:00,84.96,state board,2010,56.17,state board,17168,2,B.Tech/B.E.,computer science & engineering,60.78,17168,0,Karnataka,2014,465,470,310,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.8463,1.2114,1.2396,0.1459,0.6721
train,1122979,335000.00,5/1/14 0:00,present,programmer analyst,Pune,m,2/7/91 0:00,68,cbse,2009,78,cbse,5400,2,B.Tech/B.E.,information technology,63.2,5400,0,Madhya Pradesh,2013,500,555,665,0.9787992926,615,-1,561,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,0.653,-0.0943
train,205703,430000.00,9/1/11 0:00,present,system engineer,Kolkata,f,12/20/88 0:00,61,0,2006,63,0,5508,2,B.Tech/B.E.,electrical engineering,65,5508,0,Orissa,2011,465,395,515,0.8246664007,355,400,-1,-1,-1,-1,-1,0.51,0.0328,1.3977,0.4148,0.8183
train,583152,510000.00,9/1/13 0:00,present,test engineer,-1,m,6/9/92 0:00,88.76,cbse,2009,85.2,cbse,2817,1,B.Tech/B.E.,computer engineering,78.16,2817,0,Chhattisgarh,2013,615,555,765,0.9303706072,565,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,0.4711,-1.3753,-0.6692
train,304341,315000.00,3/1/12 0:00,present,associate software engineer,Pune,m,7/4/89 0:00,70,nashik board,2007,72,nashik board,494,2,B.Tech/B.E.,computer engineering,55,494,1,Maharashtra,2011,435,485,565,0.6707431514,455,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.2366,-0.1727,-0.2875
train,1219113,340000.00,9/1/14 0:00,present,qa analyst,Kolkata,m,1/5/92 0:00,73.37,state board,2010,66.8,state board,12992,2,B.Tech/B.E.,information technology,76.8,12992,1,West Bengal,2014,385,400,570,0.2378028398,465,-1,315,-1,-1,-1,-1,0.8463,1.7109,2.1617,2.4278,1.4386
train,796911,600000.00,9/1/14 0:00,present,business analyst,Bangalore,f,2/28/91 0:00,95.6,cbse,2006,81.6,cbse,222,2,B.Tech/B.E.,computer science & engineering,88,222,0,Jharkhand,2014,650,655,795,0.7935806145,495,-1,-1,-1,-1,-1,-1,-0.159,1.2114,1.547,-0.7415,-0.4776
train,1249671,155000.00,7/1/14 0:00,present,electrical design engineer,Bangalore,m,6/18/92 0:00,79.2,cbse,2010,67.2,cbse,11507,2,B.Tech/B.E.,electronics and electrical engineering,66.85,11507,1,Karnataka,2014,510,590,585,0.4239513964,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554
train,1058572,300000.00,2/1/14 0:00,6/1/14 0:00,systems engineer,Mysore,f,6/23/89 0:00,68.6,cbse,2008,71.8,cbse,10387,2,B.Tech/B.E.,computer science & engineering,74.38,10387,0,Madhya Pradesh,2012,455,495,545,0.6226429158,445,-1,407,-1,-1,-1,-1,0.5591,0.5454,1.0859,-1.8824,-0.0943
train,356274,140000.00,1/1/13 0:00,3/1/14 0:00,software developer,Jaipur,f,1/13/90 0:00,84.33,"board of secondary education, rajasthan",2008,80.8,central board of secondary education,2927,2,B.Tech/B.E.,computer engineering,74.78,2927,1,Rajasthan,2012,515,565,435,0.9609030872,595,-1,-1,-1,-1,-1,-1,0.0464,1.2808,0.3817,-0.2609,0.6603
train,1061698,315000.00,10/1/14 0:00,present,.net developer,Chennai,m,8/9/93 0:00,85.33,state board,2010,89,state board,8818,2,B.Tech/B.E.,electronics and communication engineering,77.07,8818,1,Telangana,2013,560,520,535,0.6493897148,335,356,-1,-1,-1,-1,-1,0.2718,1.0449,0.4711,0.2727,1.0554
train,1085682,80000.00,2/1/13 0:00,3/1/15 0:00,associate engineer,Ghaziabad,m,10/28/90 0:00,51.6,up board,2007,52,up board,140,2,MCA,computer application,74,140,0,Uttar Pradesh,2013,510,540,510,0.744758354,485,-1,438,-1,-1,-1,-1,-1.8825,0.3789,0.4711,0.7798,-0.4776
train,226847,360000.00,11/1/11 0:00,present,software engineer,Chennai,m,3/10/87 0:00,78.5,ssc,2004,82,intermediate board,1428,2,MCA,computer application,77,1428,1,Telangana,2011,425,425,435,0.5259225843,415,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,0.8171,-0.4078,0.0284
train,1254777,1800000.00,1/1/15 0:00,4/1/15 0:00,salesforce developer,Panchkula,f,10/5/93 0:00,81.3,cbse,2010,77,cbse,1615,2,B.Tech/B.E.,computer science & engineering,79.9,1615,0,Punjab,2015,465,425,270,0.744758354,415,-1,438,-1,-1,-1,-1,-0.159,1.0449,0.4711,-0.8682,0.6721
train,741590,335000.00,7/1/14 0:00,2/1/15 0:00,sales executive,Pune,m,4/14/93 0:00,70.76,state board,2010,70.33,state board,474,2,B.Tech/B.E.,electronics & telecommunications,63.5,474,1,Maharashtra,2014,500,375,295,0.6944793277,-1,366,-1,-1,393,206,-1,-0.7335,-0.2871,0.7785,2.0475,0.2889
train,1011018,315000.00,7/1/14 0:00,4/1/15 0:00,software developer,Noida,m,12/1/92 0:00,57.5,state board,2009,59.2,state board,2412,2,B.Tech/B.E.,computer science & engineering,74.28,2412,0,Uttar Pradesh,2014,370,460,500,0.1447898895,505,-1,284,-1,-1,-1,-1,0.99,1.0449,0.6248,0.2727,0.6721
train,702599,180000.00,5/1/13 0:00,6/1/14 0:00,test engineer,Bangalore,m,5/4/89 0:00,52,state board,2008,56,state board,1618,2,B.Tech/B.E.,information technology,70,1618,0,Madhya Pradesh,2012,380,375,370,0.2378028398,435,-1,315,-1,-1,-1,-1,-1.4517,0.5454,0.9322,0.0192,-0.6692
train,337764,220000.00,10/1/12 0:00,4/1/15 0:00,data analyst,Coimbatore,m,7/26/88 0:00,68.67,0,2006,59.66,0,3076,2,MCA,computer application,66,3076,0,Tamil Nadu,2012,575,445,485,0.3775514194,375,-1,-1,-1,-1,-1,-1,-3.3539,-3.8284,-2.4485,2.29493,-3.763
train,596088,145000.00,6/1/14 0:00,1/1/15 0:00,quality engineer,Baddi HP,m,7/22/91 0:00,78.8,cbse,2010,65.4,state board,44,2,B.Tech/B.E.,electronics and electrical engineering,64.9,44,0,Uttar Pradesh,2014,430,450,605,0.336185066,205,333,-1,-1,366,-1,-1,0.8463,-0.6201,0.9322,0.9066,0.0973
train,927284,330000.00,8/1/14 0:00,present,business analyst,Bangalore,f,9/27/92 0:00,90,state board,2010,94,state board,5015,2,B.Tech/B.E.,civil engineering,86,5015,0,Andhra Pradesh,2014,500,545,485,0.5367826665,345,-1,-1,-1,-1,-1,356,-0.4463,0.8784,1.0859,-1.2486,-0.0943
train,248343,280000.00,2/1/12 0:00,4/1/14 0:00,operations analyst,Bangalore,m,8/1/89 0:00,71,ssc,2007,83,ipe,2162,2,B.Tech/B.E.,electronics and communication engineering,58,2162,1,Telangana,2011,505,455,475,0.2294817549,-1,266,-1,-1,-1,393,-1,-1.3025,-0.1232,-0.0933,-0.5958,-1.6662
train,439077,310000.00,6/1/13 0:00,present,rf engineer,Pune,m,6/10/91 0:00,82,"bse,orissa",2008,62.7,"chse,orissa",3081,2,B.Tech/B.E.,electronics & telecommunications,71.3,3081,0,Orissa,2012,595,425,355,0.1559085027,-1,-1,-1,-1,-1,260,-1,0.0464,0.1888,0.3817,-0.6428,-0.5245
train,479885,130000.00,2/1/13 0:00,present,electrical engineer,Nagari,m,5/3/87 0:00,85,state board,2005,60.5,state board,4042,2,B.Tech/B.E.,electronics and electrical engineering,63.1,4042,0,Tamil Nadu,2012,305,355,415,0.2294817549,185,266,-1,-1,-1,-1,-1,-0.7264,-1.4883,-0.4891,1.3549,-0.4455
train,416714,300000.00,10/1/12 0:00,7/1/14 0:00,system engineer,Kolkata,m,4/23/88 0:00,64.4,jharkhand secondary education board,2005,53,jharkhand academic council,8926,2,MCA,computer application,71,8926,1,West Bengal,2012,375,535,625,0.9014895714,545,-1,-1,-1,-1,-1,-1,-0.1855,0.6568,-0.7794,0.1798,0.0284
train,982384,115000.00,10/1/14 0:00,4/1/15 0:00,php developer,Noida,m,2/5/93 0:00,87,state board,2010,70,cbse,184,2,B.Tech/B.E.,computer science & engineering,69.9,184,0,Uttar Pradesh,2014,420,495,400,0.2378028398,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805
train,909180,350000.00,12/1/13 0:00,present,software engineer,Bangalore,m,3/7/90 0:00,85.17,state board,2008,77.77,state board,1589,1,B.Tech/B.E.,computer science & engineering,64.1,1589,0,Assam,2013,545,605,825,0.8422483223,495,-1,469,-1,-1,-1,-1,0.2718,0.8784,0.1637,0.1459,1.247
train,668152,120000.00,2/1/14 0:00,7/1/14 0:00,desktop support technician,Gurgaon,m,5/3/91 0:00,68.6,state board,2007,63.4,state board,1890,2,B.Tech/B.E.,computer science & engineering,67,1890,1,Tamil Nadu,2013,275,425,430,0.24545566,335,-1,-1,-1,-1,-1,-1,-0.159,0.1125,0.4711,-0.7415,0.585
train,1042546,325000.00,2/1/14 0:00,5/1/14 0:00,system engineer,-1,f,4/15/91 0:00,82,cbse,2007,65,cbse,6948,2,B.Tech/B.E.,information & communication technology,79,6948,0,West Bengal,2013,465,460,500,0.04099931036,445,-1,223,-1,-1,-1,-1,0.99,1.0449,1.3933,-1.1218,1.6302
train,864091,360000.00,6/1/14 0:00,present,software engineer,Pune,m,6/24/90 0:00,80.2,state board,2007,74.8,state board,4504,2,B.Tech/B.E.,electronics and communication engineering,78.16,4504,0,Madhya Pradesh,2013,380,415,620,0.3387863472,-1,292,-1,-1,-1,-1,-1,-1.0208,-0.1206,0.01,-0.2344,-0.2859
train,543179,85000.00,5/1/14 0:00,4/1/15 0:00,android developer,Noida,m,3/11/91 0:00,71,cbse,2008,74,cbse,172,2,B.Tech/B.E.,information technology,65.38,172,0,Uttar Pradesh,2013,430,400,455,0.744758354,525,-1,438,-1,-1,-1,-1,-0.5332,-0.1232,-0.0537,-0.6134,0.8183
train,1115677,300000.00,2/1/15 0:00,present,systems engineer,Mysore,f,12/11/92 0:00,89.5,state board,2010,91,state board,15163,2,B.Tech/B.E.,computer science & engineering,73.6,15163,0,Andhra Pradesh,2015,455,505,535,0.4867470084,395,-1,376,-1,-1,-1,-1,1.1336,0.3789,0.6248,-0.2344,-0.0943
train,454999,110000.00,1/1/13 0:00,12/1/13 0:00,junior recruiter,Nalagarh,m,10/24/90 0:00,74.18,himachal pradesh board,2008,73,himachal pradesh board,272,2,B.Tech/B.E.,electronics and communication engineering,71.19,272,0,Punjab,2012,355,485,305,0.05879280001,-1,200,-1,-1,-1,366,-1,-0.881,-0.7473,-1.2148,1.2374,-0.4455
train,922200,250000.00,11/1/14 0:00,present,software engineer,Chennai,m,4/22/93 0:00,82.8,state board,2010,78.25,state board,1370,2,B.Tech/B.E.,electronics and communication engineering,69,1370,0,Tamil Nadu,2014,555,460,415,0.04173319572,375,-1,-1,-1,-1,206,-1,-0.159,1.3779,0.9322,-1.1218,0.8637
train,641106,200000.00,11/1/14 0:00,4/1/15 0:00,trainee engineer,Noida,f,9/9/90 0:00,89.2,cbse,2008,79.6,cbse,6271,2,B.Tech/B.E.,electronics and communication engineering,70,6271,0,Uttarakhand,2013,580,415,590,0.538386893,-1,333,-1,-1,-1,233,-1,0.5591,-0.1206,0.6248,0.0192,-0.6692
train,1101244,100000.00,5/1/15 0:00,present,software test engineer,Mumbai,f,6/29/92 0:00,88.64,state board,2010,61.92,state board,10244,2,B.Tech/B.E.,electronics and electrical engineering,74.83,10244,1,Karnataka,2014,535,370,320,0.06222129124,255,388,-1,-1,260,-1,-1,0.4155,0.7119,0.3174,-0.7415,0.6721
train,240990,505000.00,2/1/12 0:00,present,senior software developer,Mangalore,m,5/24/88 0:00,55,0,2005,69,0,4287,2,MCA,computer application,75,4287,0,Karnataka,2011,365,305,545,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,1.2525,0.7673,0.3444
train,1094320,200000.00,5/1/14 0:00,present,research engineer,Coimbatore,m,11/21/92 0:00,92,state board,2010,89,state board,7282,2,B.Tech/B.E.,mechanical engineering,78,7282,0,Tamil Nadu,2014,430,530,450,0.725984148,-1,-1,-1,438,-1,-1,-1,1.4208,-1.2861,-0.9122,-0.7415,0.0973
train,1230312,155000.00,10/1/14 0:00,present,engineer,Kolkata,f,8/2/90 0:00,68.25,state board,2009,61,state board,12992,2,B.Tech/B.E.,electronics & telecommunications,73.95,12992,1,West Bengal,2014,455,530,655,0.9432721579,305,452,-1,-1,-1,-1,-1,0.5591,0.9117,0.01,-0.3612,0.7941
train,594659,100000.00,1/1/14 0:00,present,mechanical engineer,"Mettur, Tamil Nadu ",m,12/20/90 0:00,90.5,matriculation,2009,94.9,matriculation,566,2,B.Tech/B.E.,mechanical engineering,78.25,566,0,Tamil Nadu,2013,590,545,400,0.4143374264,-1,-1,-1,366,-1,-1,-1,-0.4463,-0.2871,0.1637,0.1459,-0.4776
train,652269,180000.00,12/1/13 0:00,5/1/14 0:00,lecturer,Chennai,m,12/27/91 0:00,76,icse,2009,74,cbse,13375,2,B.Tech/B.E.,civil engineering,77,13375,0,Tamil Nadu,2013,475,500,500,0.839686084,-1,-1,-1,-1,-1,-1,433,-0.4463,0.2124,-1.527,-0.4879,-0.6692
train,1171244,100000.00,6/1/14 0:00,present,technical support specialist,Agra,m,3/16/90 0:00,73,cbse,2009,68.16,cbse,137,2,B.Tech/B.E.,information technology,66.26,137,0,Uttar Pradesh,2013,510,495,560,0.9912306253,575,-1,592,-1,-1,-1,-1,-0.3027,0.0459,-0.9122,-2.0092,-0.4776
train,520439,180000.00,9/1/14 0:00,2/1/15 0:00,rf engineer,bengaluru,m,2/13/91 0:00,66,maharashtra satate board,2009,65,maharashtra satate board,1871,2,B.Tech/B.E.,electronics & telecommunications,57,1871,0,Maharashtra,2013,250,425,415,0.538386893,345,333,-1,-1,-1,286,-1,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673
train,38032,850000.00,7/1/10 0:00,present,assistant manager,Durgapur,m,12/21/85 0:00,89.4,icse,2005,91.3,andhra pradesh board of secondary education,11157,1,B.Tech/B.E.,mechanical engineering,78.2,11157,0,Jharkhand,2010,405,435,705,0.7553751209,465,-1,-1,446,-1,-1,-1,0.2009,0.0328,0.2366,-0.8778,0.1864
train,344572,470000.00,10/1/12 0:00,5/1/15 0:00,system engineer,Hyderabad,m,2/23/91 0:00,88,0,2008,78,0,124,2,B.Tech/B.E.,computer engineering,80,124,0,Orissa,2012,315,455,635,-1,-1,-1,-1,-1,-1,-1,-1,-1.6538,0.3838,0.0552,1.23733,0.0284
train,1088319,610000.00,7/1/14 0:00,4/1/15 0:00,associate software engineer,Hyderabad,m,10/4/90 0:00,86,cbse,2009,81.6,cbse,13386,2,B.Tech/B.E.,computer science & engineering,60,13386,1,Rajasthan,2014,805,580,620,0.1447898895,445,-1,284,-1,-1,-1,-1,0.2718,0.8784,0.1637,-1.2486,1.0554
train,1169576,200000.00,10/1/13 0:00,3/1/15 0:00,embedded software engineer,-1,m,7/29/91 0:00,69,state board,2009,87.2,state board,7946,2,B.Tech/B.E.,electronics and communication engineering,61,7946,0,Andhra Pradesh,2013,360,435,405,-1,-1,-1,-1,-1,-1,-1,-1,-0.8772,-1.6191,-0.9122,1.0333,-2.7769
train,359490,120000.00,8/1/12 0:00,3/1/14 0:00,software engineer,pondi,m,2/14/90 0:00,68,sslc,2009,75,tamil nadu polytechnic,1347,2,B.Tech/B.E.,computer engineering,68.9,1347,0,Union Territory,2012,315,425,325,0.07454626524,255,-1,-1,-1,-1,-1,-1,-1.5765,0.5008,0.8171,0.7086,0.0284
train,196470,440000.00,9/1/11 0:00,present,systems engineer,Pune,m,1/20/87 0:00,68.6,cbse,2004,65.6,cbse,115,2,MCA,computer application,69.71,115,0,Punjab,2011,515,565,625,0.6000571823,435,-1,-1,-1,-1,-1,-1,1.1283,0.0328,-0.1988,-1.2303,0.9763
train,633578,180000.00,9/1/14 0:00,present,it executive,Greater Noida,m,4/15/91 0:00,78.2,cbse,2009,63.6,cbse,1982,2,B.Tech/B.E.,information technology,69.43,1982,0,Uttar Pradesh,2013,545,570,665,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.2718,0.5454,0.3174,-0.8682,0.6721
train,1194943,200000.00,11/1/14 0:00,4/1/15 0:00,associate software engineer,Noida,m,7/7/92 0:00,71.04,icse,2010,81.33,cbse,8840,2,B.Tech/B.E.,computer science & engineering,74.04,8840,0,Uttar Pradesh,2014,335,540,415,0.6226429158,435,-1,407,-1,-1,-1,-1,1.2772,0.2124,0.3174,2.1743,1.0554
train,431706,150000.00,11/1/12 0:00,9/1/14 0:00,software engineer,Greater Noida,m,6/10/90 0:00,58,up board,2006,47.2,up board,350,2,MCA,computer application,75,350,0,Uttar Pradesh,2012,395,404,385,0.8646854134,525,-1,-1,-1,-1,-1,-1,1.1283,1.4368,1.3977,-0.1727,0.1864
train,814349,120000.00,4/1/15 0:00,present,it recruiter,Noida,m,2/8/91 0:00,68,cbse,2010,67,cbse,13210,2,B.Tech/B.E.,electronics and communication engineering,61.72,13210,0,Uttar Pradesh,2014,450,465,470,0.8816200695,-1,420,-1,-1,-1,-1,-1,0.4155,0.5454,-0.4511,-1.6289,0.8637
train,47667,845000.00,8/1/10 0:00,present,senior software engineer,Mumbai,m,5/12/88 0:00,75.46,maharashtra state board mumbai divisional board,2005,53.83,maharashtra state board mumbai divisional board,438,1,B.Tech/B.E.,information technology,56.64,438,1,Maharashtra,2010,575,585,625,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.6646,1.2808,0.8171,-0.6428,-0.1295
train,217144,390000.00,12/1/11 0:00,6/1/15 0:00,programmer analyst,Bangalore,m,1/25/89 0:00,77,cbse,2006,62,cbse,6434,2,B.Tech/B.E.,computer engineering,63.5,6434,0,Uttarakhand,2011,495,505,515,0.5632678237,425,-1,-1,-1,-1,-1,-1,0.8192,0.3448,0.9623,-0.1727,0.5024
train,50601,300000.00,2/1/10 0:00,5/1/13 0:00,software engineer,Bangalore,m,7/22/82 0:00,64.43,karnataka secondary education board,2002,47.83,department of pre university education,274,2,MCA,computer application,78.83,274,1,Karnataka,2009,365,505,325,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-0.7794,-0.5253,-0.4455
train,345100,200000.00,5/1/13 0:00,5/1/15 0:00,technical support engineer,Ghaziabad,f,8/28/90 0:00,76.4,cbse,2008,65.5,cbse,172,2,B.Tech/B.E.,electronics and communication engineering,59.94,172,0,Uttar Pradesh,2012,485,324,525,0.3760595867,-1,300,-1,-1,-1,340,-1,0.3941,1.2808,1.3977,2.47123,-0.1295
train,914037,180000.00,10/1/14 0:00,1/1/15 0:00,asp.net developer,-1,m,12/26/87 0:00,57,state board,2005,58,state board,51,2,MCA,computer application,74.8,51,0,Uttar Pradesh,2014,520,595,515,0.8422483223,605,-1,469,-1,-1,-1,-1,-0.8772,-0.7866,-1.9881,2.6814,-0.2859
train,519873,150000.00,6/1/12 0:00,7/1/13 0:00,network engineer,Bangalore,m,4/5/91 0:00,82.24,kseeb,2008,62.5,karnataka pu board,129,2,M.Tech./M.E.,information technology,73.1,129,0,Tamil Nadu,2015,495,345,375,0.4155245564,-1,400,-1,-1,-1,233,-1,0.626,0.8128,0.3817,-1.0541,0.3444
train,629733,300000.00,1/1/14 0:00,present,electrical engineer,Chennai,m,1/27/92 0:00,90.06,state board,2012,92.75,state board,526,2,B.Tech/B.E.,electronics and electrical engineering,79.95,526,0,Tamil Nadu,2013,475,520,605,0.2432086567,385,-1,-1,-1,340,-1,-1,-0.7335,0.2124,1.3933,2.0475,1.247
train,344277,240000.00,10/1/13 0:00,6/1/14 0:00,research associate,New Delhi,m,1/1/91 0:00,85.2,cbse,2008,74.6,cbse,48,1,B.Tech/B.E.,computer engineering,65.65,48,1,Delhi,2012,665,565,565,0.9872070859,645,-1,-1,-1,-1,-1,-1,-0.881,0.8518,0.5994,-0.29027,-0.2875
train,1232025,120000.00,6/1/14 0:00,1/1/15 0:00,web designer,-1,f,4/18/93 0:00,75,state board,2010,67,state board,12887,2,B.Tech/B.E.,computer science & engineering,67,12887,1,Telangana,2014,535,485,465,-1,-1,-1,-1,-1,-1,-1,-1,1.1336,1.0449,1.0859,-2.136,0.8637
train,281946,150000.00,6/1/11 0:00,3/1/12 0:00,maintenance engineer,New Delhi,m,8/7/86 0:00,65.16,up board,2007,63,up board,4450,2,B.Tech/B.E.,electronics & instrumentation eng,62.02,4450,0,Uttar Pradesh,2011,495,535,544,0.6944793277,-1,366,-1,-1,-1,313,-1,-0.1082,1.1248,-1.3599,-0.5253,0.3444
train,345996,400000.00,2/1/13 0:00,4/1/15 0:00,associate developer,-1,m,1/30/90 0:00,83.6,"dav public school,hehal",2007,74.8,"dav public school,hehal",6659,2,B.Tech/B.E.,computer engineering,88.6,6659,1,Tamil Nadu,2012,645,615,445,0.8194165298,505,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,-1.0697,0.17983,-0.0506
train,133428,360000.00,11/1/10 0:00,5/1/12 0:00,java software engineer,Bangalore,m,2/15/88 0:00,64,0,2004,53,0,6953,2,B.Tech/B.E.,computer engineering,74.5,6953,0,West Bengal,2010,465,625,625,0.6707431514,455,-1,-1,-1,-1,-1,-1,1.7465,0.8128,1.2525,-0.4078,0.6603
train,730091,80000.00,5/1/14 0:00,4/1/15 0:00,network engineer,Kolkata,f,7/5/89 0:00,67.12,wbbse,2008,56.8,wbbhse,11153,2,B.Tech/B.E.,electronics and communication engineering,72.8,11153,1,West Bengal,2013,440,410,135,0.2530283707,-1,-1,-1,-1,-1,286,-1,0.7027,0.8784,0.3174,-0.1076,1.0554
train,298308,430000.00,2/1/13 0:00,present,software engineer,Bangalore,m,10/1/90 0:00,87.2,state board,2008,79.8,state board,7586,2,B.Tech/B.E.,information technology,82.6,7586,0,Tamil Nadu,2012,605,495,485,0.3775514194,375,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-1.3599,0.7673,-0.9194
train,1251123,95000.00,10/1/14 0:00,present,salesforce developer,Nagpur ,f,2/3/93 0:00,87,state board,2010,78,state board,11548,2,B.Tech/B.E.,computer science & engineering,71.5,11548,0,Maharashtra,2014,580,435,285,0.4867470084,365,-1,376,-1,-1,-1,-1,-1.0208,-0.4536,-1.0659,0.3995,-0.6692
train,938300,325000.00,6/1/14 0:00,present,system engineer,Pune,m,8/12/91 0:00,92,cbse,2009,88.8,cbse,6874,2,B.Tech/B.E.,computer science & engineering,73,6874,0,Uttarakhand,2014,640,645,690,0.3565364877,535,-1,346,-1,-1,-1,-1,-0.159,0.3789,-1.527,0.2727,0.8637
train,1097187,300000.00,4/1/14 0:00,4/1/15 0:00,programmer analyst,Chennai,m,1/22/92 0:00,86.5,state board,2010,69.16,0,9837,2,B.Tech/B.E.,electronics and communication engineering,67.81,9837,1,Telangana,2013,395,615,560,-1,325,-1,407,-1,-1,-1,-1,1.9953,1.7109,1.7007,-2.136,1.6302
train,115560,570000.00,3/1/11 0:00,present,system engineer,Chennai,m,5/6/89 0:00,77.4,0,2006,81.6,0,3629,2,B.Tech/B.E.,computer engineering,62,3629,0,Andhra Pradesh,2010,385,595,454,0.7040904121,465,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,1.2525,0.5323,-0.1295
train,1098849,180000.00,6/1/13 0:00,2/1/14 0:00,software developer,Surat,m,11/5/91 0:00,75.85,state board,2009,77.2,state board,992,2,B.Tech/B.E.,information technology,80,992,1,Gujarat,2013,525,530,520,0.9795217443,625,-1,-1,-1,-1,-1,-1,-0.159,0.8784,1.0859,-0.995,1.0554
train,407711,450000.00,9/1/12 0:00,4/1/15 0:00,assistant engineer,Mumbai,m,5/2/90 0:00,74,0,2007,66,0,3801,2,B.Tech/B.E.,computer engineering,80.07,3801,0,Karnataka,2012,595,515,495,0.7357957092,475,-1,-1,-1,-1,-1,-1,1.4374,0.9688,-0.7068,0.0623,0.1864
train,1011513,120000.00,2/1/13 0:00,10/1/14 0:00,system engineer,Jamshedpur,m,4/8/91 0:00,80.2,cbse,2008,63.44,state board,14758,2,B.Tech/B.E.,computer science & engineering,74,14758,0,Orissa,2013,405,410,560,0.7656735812,485,-1,-1,-1,-1,-1,-1,0.5591,0.3789,0.4711,-0.4879,0.4805
train,61461,130000.00,5/1/11 0:00,9/1/12 0:00,assistant electrical engineer,Kurnool,m,8/10/88 0:00,78,ssc,2006,83.7,board of intermediate,7940,2,B.Tech/B.E.,electronics and electrical engineering,61.35,7940,0,Andhra Pradesh,2010,375,365,445,0.3760595867,-1,300,-1,-1,-1,-1,-1,-0.1082,0.8128,1.3977,0.0623,0.6603
train,359557,400000.00,8/1/12 0:00,present,product engineer,pune,m,7/28/90 0:00,75.2,cbse,2007,71.2,cbse,8641,2,B.Tech/B.E.,electronics & telecommunications,56,8641,1,Maharashtra,2012,715,675,615,0.9107701642,-1,433,-1,-1,-1,313,-1,1.2056,1.2808,-0.1988,-1.2303,-0.7615
